package_name,version,timestamp,total_risks_found,risk_types,severities,categories,max_severity,raw_output
@angular/compiler-cli,16.2.6,2025-12-10T14:42:29.055121,7,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;executable_binary,medium;medium;medium;medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;system_capability,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'reflect-metadata'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'chokidar'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'convert-source-map'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'semver'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/compiler-cli' depends on non-scoped package 'yargs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""executable_binary"", ""severity"": ""medium"", ""evidence"": ""Package defines 'bin' scripts which may execute arbitrary code"", ""confidence"": 0.6, ""category"": ""system_capability""}]"
@angular/core,16.2.6,2025-12-10T14:42:29.060042,1,potential_dependency_confusion,medium,supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@angular/core' depends on non-scoped package 'tslib'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@0x000000000000000/util,0.1.0,2025-12-15T14:24:59.668622,0,,,[],none,[]
@0x000000000000000/util,0.1.0,2025-12-15T14:28:20.442840,0,,,[],none,[]
@aaakca/myf,1.0.14,2025-12-15T14:28:42.431776,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@alfalab/core-components,37.3.0-beta.10,2025-12-15T14:28:55.717586,26,install_hook_present;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,install_hook;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""postinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'compute-scroll-into-view'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'date-fns'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'downshift'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'element-closest'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'intersection-observer'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'libphonenumber-js'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'lodash.debounce'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'nouislider'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'popper-max-size-modifier'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-canvas-pattern-lock'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-div-100vh'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-focus-lock'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-merge-refs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-popper'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-swipeable'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-textarea-autosize'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-transition-group'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-virtual'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'react-virtuoso'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'recharts'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'simplebar'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'swiper'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'text-mask-core'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alfalab/core-components' depends on non-scoped package 'ui-primitives'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
@anemone95/evil,1.0.9,2025-12-15T14:29:15.238335,2,potential_dependency_confusion;suspicious_dependency,medium;high,supply_chain_attack;system_capability,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@anemone95/evil' depends on non-scoped package 'child_process'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""suspicious_dependency"", ""severity"": ""high"", ""evidence"": ""Package depends on 'child_process' which can execute system commands"", ""confidence"": 0.7, ""category"": ""system_capability""}]"
@arkadium/eagle-user-client,9.1.1,2025-12-15T14:29:37.624054,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@arkadium/eagle-user-client,9.99.999,2025-12-15T14:29:46.993063,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@aszxc/npmexp,1.0.1,2025-12-15T14:29:56.770909,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.0,2025-12-15T14:30:07.780155,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.1,2025-12-15T14:30:19.501991,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@att-bit/duc.components.cardshell,10.0.2,2025-12-15T14:31:04.238469,1,install_hook_present,medium,install_hook,medium,"[{""risk_type"": ""install_hook_present"", ""severity"": ""medium"", ""evidence"": ""preinstall script found"", ""confidence"": 0.5, ""category"": ""install_hook""}]"
@actions/core,1.10.1,2025-12-15T14:31:19.211382,3,potential_dependency_confusion;hardcoded_urls;obfuscated_code,medium;high;high,supply_chain_attack;network_exfiltration;obfuscation,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@actions/core' depends on non-scoped package 'uuid'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""hardcoded_urls"", ""severity"": ""high"", ""evidence"": ""Found 1 non-standard URLs: ['https://yaml.org/spec/1.2/spec.html#id2804923']"", ""confidence"": 0.7, ""category"": ""network_exfiltration""}, {""risk_type"": ""obfuscated_code"", ""severity"": ""high"", ""evidence"": ""Obfuscation pattern 'IIFE obfuscation wrapper' found 1 times."", ""confidence"": 0.5, ""category"": ""obfuscation""}]"
@alifd/next,1.26.24,2025-12-15T14:31:42.134707,11,potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion;potential_dependency_confusion,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack;supply_chain_attack,medium,"[{""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'babel-runtime'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'big.js'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'classnames'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'dayjs'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'hoist-non-react-statics'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'lodash.clonedeep'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'prop-types'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'react-lifecycles-compat'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'react-transition-group'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'resize-observer-polyfill'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}, {""risk_type"": ""potential_dependency_confusion"", ""severity"": ""medium"", ""evidence"": ""Scoped package '@alifd/next' depends on non-scoped package 'shallow-element-equals'"", ""confidence"": 0.5, ""category"": ""supply_chain_attack""}]"
